id,tenant_id,institution_id,template_id,parent_section_id,title,description,sequence,created_by,updated_by,deleted_at,deleted_by,is_evidence,is_deleted,created_at,updated_at
521,362,1870,30014,517,Situação-problema identificada,"Apresentar os problemas identificados na comunidade local que motiva a elaboração desta atividade de extensão. Nesta etapa, deve-se demonstrar de maneira clara a situação-problema vivenciada no local escolhido para realizar a sua atividade. Mas o que é uma situação-problema? É a principal “dor” ou queixa reconhecida na escuta desta comunidade.  Você deverá realizar encontros/conversas/trocas/ com os indivíduos ou grupos da comunidade local para identificar quais são estas dores. 

Exemplo: 
Nesse campo, você deve apresentar de maneira clara o problema e/ou situação-problema que demanda a elaboração da oficina para o público escolhido. Um exemplo seria:  riscos de acidentes e de doenças ocupacionais decorrentes da exposição dos trabalhadores aos riscos ocupacionais presentes nos ambientes de trabalho.",2,,,,,false,false,2024-05-31T21:04:01.801-03:00,2024-05-31T21:04:01.801-03:00
518,362,1870,30014,,PLANEJAMENTO PARA DESENVOLVIMENTO DA ATIVIDADE,,2,,,,,false,false,2024-05-31T21:04:01.256-03:00,2024-05-31T21:04:01.256-03:00
519,362,1870,30014,,ENCERRAMENTO DA ATIVIDADE,,3,,,,,false,false,2024-05-31T21:04:01.436-03:00,2024-05-31T21:04:01.436-03:00
756,362,1870,30070,747,Evidências das atividades realizadas,"Incluir evidências do processo de desenvolvimento da atividade de extensão (ex: fotografias, capturas de tela ou por vídeos, carta de autorização assinada pelos participantes da comunidade local, carta de apresentação etc.). Este conjunto de evidências comprovará a realização das atividades, como também poderão ser usadas para exposição da atividade em mostras acadêmico-científicas e seminários de extensão a serem realizados pela instituição de ensino. 

Durante todo o seu processo de desenvolvimento do seu projeto, você deve criar evidências com fotos e vídeos. No momento em que realizar o envio desses arquivos, é importante que descreva a foto ou vídeo postado. Por exemplo:

Foto ou vídeo da Roda da Conversa com a comunidade para identificar a situação-problema;
Foto das reuniões com diretores e coordenadores de escola; 
Arquivo digital do material usada nas reuniões e apresentações;
Arquivo digital do 5W2H da atividade de extensão; 
Fotos do dia de realização da ação x. 
Link utilizado no questionário de satisfação dos alunos.",2,,,,,true,false,2024-05-31T21:04:48.415-03:00,2024-05-31T21:04:48.415-03:00
870,362,1870,30054,865,Demanda sociocomunitária e motivação acadêmica,"Citar a situação-problema da comunidade e esclarecer de que maneira isto impacta a vida social, educacional, cultural e/ou econômica das pessoas envolvidas. Nesta etapa, você descreverá como os conteúdos estudados na disciplina permitem que ajude esta comunidade a solucionar ou reduzir as queixas identificadas. Aqui, você descobrirá a importância de estudar e como isto pode melhorar a vida das pessoas à sua volta. 

Exemplo: 
Nesse campo, você deve demonstrar como a aplicação dos conhecimentos aprendidos no ensino superior ajuda na solução de demandas reais da comunidade. Um exemplo seria a oportunidade de desenvolver competências essenciais para a prática profissional, tais como a identificação de problemas, planejamento, execução de projetos, comunicação e responsabilidade social. O aluno ainda tem a oportunidade de realizar a conexão da teoria com a prática e de sistematizar o conhecimento, além do desenvolvimento de uma relação de comprometimento com a sociedade, sempre respeitando os valores da população-alvo, e com impacto positivo na formação do estudante e na comunidade.",3,,,,,false,false,2024-05-31T21:05:11.077-03:00,2024-05-31T21:05:11.077-03:00
348,362,1870,30075,339,Evidências das atividades realizadas,"Incluir evidências do processo de desenvolvimento da atividade de extensão (ex: fotografias, capturas de tela ou por vídeos, carta de autorização assinada pelos participantes da comunidade local, carta de apresentação etc.). Este conjunto de evidências comprovará a realização das atividades, como também poderão ser usadas para exposição da atividade em mostras acadêmico-científicas e seminários de extensão a serem realizados pela instituição de ensino. 

Exemplo:
Contextualize a evidência: descreva o contexto para cada evidência anexada, como data, local e qualquer informação específica que a identifique. Explique o que estava acontecendo no momento e por que a evidência é relevante para o projeto.  
Você deverá descrever com detalhes a Roda da Conversa com os professores para identificar a situação-problema que eles convivem no dia a dia escolar. 
Descrever com clareza o material utilizado na oficina. 
Anexar a lista de professores presentes na oficina.",2,,,,,true,false,2024-05-31T21:03:27.4-03:00,2024-05-31T21:03:27.4-03:00
525,362,1870,30014,518,Envolvimento do público participante,"Apresentar como a comunidade atuará no planejamento, desenvolvimento e avaliação da atividade de extensão.  O diálogo constante com esses grupos ou indivíduos é fundamental para que ocorra a interação entre a instituição de ensino e a comunidade. É preciso deixar claro como essa troca de informações, dados e conhecimentos ocorre entre o estudante e os participantes da sua atividade. Lembre-se: é imprescindível produzir registros (ex: fotos, capturas de tela, mensagens, formulários etc.) das reuniões, discussões, interações para evidenciar os encontros, garantindo a demonstração do envolvimento da comunidade na sua atividade). Todos estes registros devem entrar na Seção “Evidências das Atividades Realizadas”. 

Exemplos:
Reunião com o responsável pelo estabelecimento para obter autorização de visita e agendamento da data da visita.
Realização da visita propriamente dita.
Reunião com o responsável pelo estabelecimento para entregar o relatório contendo os riscos ocupacionais identificados.
Visita final para acompanhamento dos resultados alcançados.",2,,,,,false,false,2024-05-31T21:04:02.543-03:00,2024-05-31T21:04:02.543-03:00
526,362,1870,30014,518,Avaliação dos resultados alcançados,"Descrever os instrumentos que serão usados para avaliar como a atividade de extensão ajudou a comunidade na redução de suas queixas ou problemas identificados. Além disso, é importante também descrever o que você espera em termos de resultado com a realização da sua atividade. 

Exemplo:
Após a identificação dos riscos ocupacionais, é esperado que o responsável pelo estabelecimento implemente medidas para controlar esses riscos. Como consequência, é previsto que essas ações de melhoria causem o aumento da satisfação e da motivação dos trabalhadores do estabelecimento. Assim, é necessário visitar novamente o estabelecimento após a entrega do relatório, a fim de verificar se houve melhorias nas condições do ambiente de trabalho, bem como observar se os trabalhadores estão se sentindo mais seguros, valorizados e motivados.",3,,,,,false,false,2024-05-31T21:04:02.725-03:00,2024-05-31T21:04:02.725-03:00
1514,362,1870,30128,,PLANEJAMENTO PARA DESENVOLVIMENTO DA ATIVIDADE,,2,,,,,false,false,2024-08-14T09:18:02.974-03:00,2024-08-14T09:18:02.974-03:00
1513,362,1870,30128,,DIAGNÓSTICO E TEORIZAÇÃO,,1,,,,,false,false,2024-08-14T09:18:02.81-03:00,2024-08-14T09:18:02.81-03:00
1515,362,1870,30128,,ENCERRAMENTO DA ATIVIDADE,,3,,,,,false,false,2024-08-14T09:18:03.137-03:00,2024-08-14T09:18:03.137-03:00
828,362,1870,30018,819,Evidências das atividades realizadas,"Incluir evidências do processo de desenvolvimento da atividade de extensão (ex: fotografias, capturas de tela ou por vídeos, carta de autorização assinada pelos participantes da comunidade local, carta de apresentação etc.). Este conjunto de evidências comprovará a realização das atividades, como também poderão ser usadas para exposição da atividade em mostras acadêmico-científicas e seminários de extensão a serem realizados pela instituição de ensino. 

Exemplo:
Foto ou vídeo da Roda da Conversa com crianças para identificar a situação-problema que eles convivem no dia a dia do seu ambiente escolar. 
Foto ou arquivo digital do material da oficina 
Foto ou arquivo digital da Lista de presença de realização da oficina 
Fotos do dia de realização da atividade.",2,,,,,true,false,2024-05-31T21:05:02.715-03:00,2024-05-31T21:05:02.715-03:00
545,362,1870,30023,541,Situação-problema identificada,"Apresentar os problemas identificados na comunidade local que motiva a elaboração desta atividade de extensão. Nesta etapa, deve-se demonstrar de maneira clara a situação-problema vivenciada no local escolhido para realizar a sua atividade. Mas o que é uma situação-problema? É a principal “dor” ou queixa reconhecida na escuta desta comunidade.  Você deverá realizar encontros/conversas/trocas/ com os indivíduos ou grupos da comunidade local para identificar quais são estas dores. 

Exemplo: 
Nesse campo, você deve apresentar de maneira clara o problema e/ou situação-problema que demanda a elaboração da atividade para o público escolhido. Um exemplo seria:  os impactos ambientais negativos gerados pelos estabelecimentos têm potencial para causar efeitos deletérios sobre a qualidade de vida da região.",2,,,,,false,false,2024-05-31T21:04:06.621-03:00,2024-05-31T21:04:06.621-03:00
407,362,1870,30082,399,Relato da experiência individual no desenvolvimento do projeto,"Seu relato precisará conter: 
1. CONTEXTUALIZAÇÃO – Explicar a experiência de extensão vivenciada, contextualizando a sua participação, explicando ainda como teoria e os conteúdos dessa disciplina foram aplicados na prática, a partir desta troca com a comunidade local. 
2. METODOLOGIA – Descrever que métodos foram usados para realizar sua atividade de extensão, isto é, dinâmicas de grupo, entrevistas, questionários, ou algum outro método de levantamento de dados, e explicar o que foi efetivamente executado, incluindo os detalhes de implementação.
3. RESULTADOS E DISCUSSÃO - Detalhar os resultados obtidos na atividade realizada, como, por exemplo, os impactos que ela gerou na comunidade envolvida, as facilidades e dificuldades que você enfrentou durante esta experiência e quais descobertas e aprendizagens teve neste processo. 

Exemplo:
A relação entre a experiência vivida e o conteúdo estudado foi fundamental para meu desenvolvimento pessoal e profissional ao relacionar a prática com o conteúdo teórico, tive uma compreensão mais profunda e consegui compreender como aplicar na vida real. Tivemos oportunidade de contribuir positivamente para a sociedade ao identificar as necessidades deste público vulnerável.
Em conversa com responsáveis da instituição xxxxxx, percebi a possibilidade de apresentar uma palestra para as pessoas da organização, apresentando-lhes a Cultura Surda, contribuindo com o conhecimento dos envolvidos, mudança de mentalidade e, consequentemente, mais inclusão e respeito com as pessoas surdas. Entendi a importância de tal atividade, trazendo competência técnica e conceitual para a atualização e capacitação das pessoas da sociedade.
Preparei o material da palestra realizada no dia XX, com duração de XX e tivemos a presença de XX participantes. Ao final eles responderam um questionário que indicou a satisfação com o conteúdo e a atividade realizada. XX finalizaram a capacitação e realizaram uma atividade avaliativa, contribuindo assim com o processo educacional dos surdos. 
Quando terminamos a capacitação, percebi que esta experiência despertou em mim e nos participantes senso de responsabilidade social e coletiva, dedicando parte do meu tempo de estudo, e, principalmente, que aquilo que aprendi pode fazer a diferença na vida das pessoas.",1,,,,,false,false,2024-05-31T21:03:39.098-03:00,2024-09-24T10:05:06.122-03:00
